Id,SalePrice
1461,118544.266
1462,157779.9
1463,187881.11
1464,202146.14
1465,187846.89
1466,175258.55
1467,180528.95
1468,161524.81
1469,177238.22
1470,118957.97
1471,208419.02
1472,92436.32
1473,96547.09
1474,148092.0
1475,105084.09
1476,365606.53
1477,255607.11
1478,271084.38
1479,241148.02
1480,532322.75
1481,328596.88
1482,194863.62
1483,156124.88
1484,159352.14
1485,170843.6
1486,189222.55
1487,315167.56
1488,222250.19
1489,208480.25
1490,202514.3
1491,184888.72
1492,93848.49
1493,198862.25
1494,288401.44
1495,301435.28
1496,242637.33
1497,177922.58
1498,167583.11
1499,162638.97
1500,144737.89
1501,181413.3
1502,137118.3
1503,302825.25
1504,243216.75
1505,224534.0
1506,184453.53
1507,245890.89
1508,195134.58
1509,170027.64
1510,148251.55
1511,145164.48
1512,175363.38
1513,137900.81
1514,147337.36
1515,200415.66
1516,151398.47
1517,159485.94
1518,136040.72
1519,225702.78
1520,138140.23
1521,141608.34
1522,172265.67
1523,111036.72
1524,119986.945
1525,125710.16
1526,116972.03
1527,108342.65
1528,139827.67
1529,154797.81
1530,171789.89
1531,104791.27
1532,97090.85
1533,135195.12
1534,120314.2
1535,143058.05
1536,107302.336
1537,78223.99
1538,142160.42
1539,200798.66
1540,86828.3
1541,144353.56
1542,142364.2
1543,221431.02
1544,69342.234
1545,114467.19
1546,132672.14
1547,125465.82
1548,133921.75
1549,109473.19
1550,137682.02
1551,108593.19
1552,142610.7
1553,125296.51
1554,112049.31
1555,151936.69
1556,85730.89
1557,108546.28
1558,85289.38
1559,83378.57
1560,128612.414
1561,136306.81
1562,125742.766
1563,123657.24
1564,150728.56
1565,150899.3
1566,256121.25
1567,74260.734
1568,228416.66
1569,135092.9
1570,133218.84
1571,110378.54
1572,149398.2
1573,242780.38
1574,110294.46
1575,211358.4
1576,227980.97
1577,190197.53
1578,139400.39
1579,145302.16
1580,202369.69
1581,138381.67
1582,133389.33
1583,316045.84
1584,217437.2
1585,140311.9
1586,81170.88
1587,95980.29
1588,162509.52
1589,104251.6
1590,127666.805
1591,88208.11
1592,110322.97
1593,129159.88
1594,122131.99
1595,98640.805
1596,234280.53
1597,190929.75
1598,203529.05
1599,177637.4
1600,170783.81
1601,67014.65
1602,119853.82
1603,70914.195
1604,245583.42
1605,248989.0
1606,166111.73
1607,165998.52
1608,210004.8
1609,185826.67
1610,164656.12
1611,140914.55
1612,152306.62
1613,150169.0
1614,123448.09
1615,79458.586
1616,71212.87
1617,87507.63
1618,120969.086
1619,133785.42
1620,145192.73
1621,140346.7
1622,136612.38
1623,263787.9
1624,207718.75
1625,125944.03
1626,172080.28
1627,206687.66
1628,274167.12
1629,190704.64
1630,379010.06
1631,221265.94
1632,240310.06
1633,173479.73
1634,190736.11
1635,180068.83
1636,152460.97
1637,170666.1
1638,211964.8
1639,179725.7
1640,256908.48
1641,174610.23
1642,214928.98
1643,216827.17
1644,230588.73
1645,171242.9
1646,168180.61
1647,158084.45
1648,131956.17
1649,138831.77
1650,114782.125
1651,122620.18
1652,91834.26
1653,94915.375
1654,156026.8
1655,154850.97
1656,143040.3
1657,154173.72
1658,144002.39
1659,119226.805
1660,155318.48
1661,477388.47
1662,377684.06
1663,394895.97
1664,485561.06
1665,271051.03
1666,332654.53
1667,380197.5
1668,321382.2
1669,272326.6
1670,350441.72
1671,270064.84
1672,463981.75
1673,296016.0
1674,243666.92
1675,188190.62
1676,181091.95
1677,225128.16
1678,484552.16
1679,421731.9
1680,315939.47
1681,230575.53
1682,333622.6
1683,160571.03
1684,174582.42
1685,171943.8
1686,159729.47
1687,162808.9
1688,190431.48
1689,198950.45
1690,198085.06
1691,178527.33
1692,277056.56
1693,165169.62
1694,191197.97
1695,177202.39
1696,277085.88
1697,172851.36
1698,367996.06
1699,317667.94
1700,236803.8
1701,277194.5
1702,231867.73
1703,239241.03
1704,295539.3
1705,235099.48
1706,454357.1
1707,215327.61
1708,196197.66
1709,253578.78
1710,216879.7
1711,269978.6
1712,193222.2
1713,253678.92
1714,218177.31
1715,212232.61
1716,196795.81
1717,178854.88
1718,116286.875
1719,195773.19
1720,246872.83
1721,162295.16
1722,102427.73
1723,146916.84
1724,215386.14
1725,245233.53
1726,178982.5
1727,153692.64
1728,181540.84
1729,155334.33
1730,156642.1
1731,125479.7
1732,141688.05
1733,118971.13
1734,108857.49
1735,129960.17
1736,112918.12
1737,371747.75
1738,218374.86
1739,237771.44
1740,199423.66
1741,183254.23
1742,178648.94
1743,185304.97
1744,314816.72
1745,216523.0
1746,205799.6
1747,230727.53
1748,210275.16
1749,154542.77
1750,131709.23
1751,229939.16
1752,120904.5
1753,139354.14
1754,208921.3
1755,173444.33
1756,124706.41
1757,122644.04
1758,137089.14
1759,166657.11
1760,167639.38
1761,130710.06
1762,187799.78
1763,172348.33
1764,112688.98
1765,144799.33
1766,178115.44
1767,200282.47
1768,145283.17
1769,177930.89
1770,142243.69
1771,131562.36
1772,125774.914
1773,115286.88
1774,143933.05
1775,138822.23
1776,130405.14
1777,120432.33
1778,131684.75
1779,109799.73
1780,188619.33
1781,136974.8
1782,89382.64
1783,137158.45
1784,96697.11
1785,119928.71
1786,163746.3
1787,176774.17
1788,62787.566
1789,105300.69
1790,87370.55
1791,160355.1
1792,149711.56
1793,133829.19
1794,153126.45
1795,139910.38
1796,120328.2
1797,122709.67
1798,126689.836
1799,101814.164
1800,122908.78
1801,124647.91
1802,144004.03
1803,144992.5
1804,139295.28
1805,137064.44
1806,111085.44
1807,134571.5
1808,116753.04
1809,114610.72
1810,152933.66
1811,93726.13
1812,97076.31
1813,124624.61
1814,109611.61
1815,68683.805
1816,104264.03
1817,112280.37
1818,143421.14
1819,123072.76
1820,69335.555
1821,103573.86
1822,154035.72
1823,60021.387
1824,126919.97
1825,122564.3
1826,103137.305
1827,107796.82
1828,128475.24
1829,114476.58
1830,155821.44
1831,157836.8
1832,81035.91
1833,136791.77
1834,116008.19
1835,130780.266
1836,130241.58
1837,86955.49
1838,123252.47
1839,94807.81
1840,169693.12
1841,138081.36
1842,88433.51
1843,135391.89
1844,141345.78
1845,138319.66
1846,149565.56
1847,162522.69
1848,65306.59
1849,110517.47
1850,114977.25
1851,150409.36
1852,128348.37
1853,132835.47
1854,168726.83
1855,146033.72
1856,229420.25
1857,139234.58
1858,136060.83
1859,120707.14
1860,127559.46
1861,120617.84
1862,247857.27
1863,246156.02
1864,246120.81
1865,317783.7
1866,339484.84
1867,231639.64
1868,313196.03
1869,197104.23
1870,233204.97
1871,239459.25
1872,167291.2
1873,236035.84
1874,146454.36
1875,210120.19
